Gr. Nr.,Ebene,Gruppierung,Domain,AS,CMS
00/00/00,Bundesebene,DPSG Bundesverband,dpsg.de,Hetzner Online GmbH,Drupal
01/00/00,Diözese,Diözesanverband Aachen,dpsg-ac.de,Hetzner Online GmbH,WordPress
01/01/00,Bezirk,RheinBezirk,rheinbezirk.de,Microsoft Corporation,Unknown
01/01/01,Stamm,"Krefeld-Cracau, St. Elisabeth",lagerfeuer.org,Microsoft Corporation,Unknown
01/01/02,Stamm,"Krefeld, St. Norbertus",-,,
01/01/03,Stamm,"Krefeld, Inrath",dpsg-inrath.de,One.com A/S,WordPress
01/01/05,Stamm,Stamm Linn,stamm-linn.de,Hetzner Online GmbH,Unknown
01/01/06,Stamm,"Meerbusch-Lank-Latum, Lank Rheinfranken",stamm-lank.de,Strato GmbH,WordPress
01/01/07,Stamm,Krefeld-Uerdingen/Ostgoten,ostgoten.de,EVANZO e-commerce GmbH,WordPress
01/01/08,Stamm,Krefeld-Forstwald,dpsg-forstwald.de,uvensys GmbH,Joomla
01/01/09,Stamm,"Krefeld-Lindenthal, Michael",stamm-st-michael.de,ecotel communication ag,Joomla
01/01/10,Stamm,"Krefeld-Hüls, Raubritter",raubritter-huels.de,Strato GmbH,Unknown
01/01/11,Stamm,"Krefeld, Kreuz-Ritter",stamm-kreuz-ritter.de,IONOS SE,WordPress
01/02/00,Bezirk,Bezirk Grenzland,dpsg-grenzland.de,manitu GmbH,WordPress
01/02/01,Stamm,"Schiefbahn, St. Hubertus",pfadfinder-schiefbahn.de,"Cloudflare, Inc.",HTTP Status 403
01/02/02,Stamm,St. Lambertus Breyell,dpsg-breyell.de,dogado GmbH,WordPress
01/02/04,Stamm,"Kaldenkirchen, St. Clemens",-,,
01/02/05,Stamm,"Viersen, St. Remigius",dpsg-viersen.de,Hetzner Online GmbH,RemoteDisconnected
01/02/06,Stamm,"St. Sebastian, Lobberich",dpsg-lobberich.de,Hosting.de GmbH,Unknown
01/02/07,Stamm,St. Vitus Oedt,vitusscout.de,manitu GmbH,Unknown
01/02/08,Stamm,"Hinsbeck, St. Peter",-,,
01/02/09,Stamm,Dülken,dpsg-duelken.de,Vautron Rechenzentrum AG,WordPress
01/02/12,Stamm,Kempen,dpsg-kempen.de,dogado GmbH,Joomla
01/02/13,Stamm,"Tönisvorst, St. Tönis",dpsg-st-toenis.de,IONOS SE,Unknown
01/02/14,Stamm,"Kempen, St. Hubert",dpsg-st-hubert.de,"Cloudflare, Inc.",HTTP Status 403
01/02/15,Stamm,"Willich-Wekeln, St. Katharina",dpsg-willich.de,Contabo GmbH,WordPress
01/03/00,Bezirk,Bezirk Mönchengladbach,dpsg-mg.de,Hetzner Online GmbH,WordPress
01/03/01,Stamm,"Mönchengladbach, Scheuburg",scheuburg.de,UD Media GmbH,WordPress
01/03/02,Stamm,"Mönchengladbach, Kreuzfahrer",pfadfinder-odenkirchen.de,Hetzner Online GmbH,WordPress
01/03/03,Stamm,"Mönchengladbach, Giesenkirchen",stamm-giesenkirchen.de,Strato GmbH,WordPress
01/03/04,Stamm,"Mönchengladbach-Rheydt, Cityscouts",cityscouts.org,One.com A/S,Unknown
01/03/05,Stamm,"Mönchengladbach, Windberg",stamm-windberg.de,Hetzner Online GmbH,WordPress
01/03/06,Stamm,"Jüchen-Bedburdyck, St. Martinus",-,,
01/03/08,Stamm,"Mönchengladbach, Rabenhorst",stamm-rabenhorst.de,Strato GmbH,Wix.com Website Builder
01/03/09,Stamm,"Mönchengladbach, Bettrath-Neuwerk",dpsgbettrath.de,"Cloudflare, Inc.",HTTP Status 403
01/03/10,Stamm,"Mönchengladbach-Holt, Martin-Luther-King",dpsgmlk.de,ecotel communication ag,WordPress
01/03/12,Stamm,"Mönchengladbach-Eicken, Trotzenburg",trotzenburg.de,Strato GmbH,WordPress
01/03/14,Stamm,Stamm Otzenrath,pfadfinder-otzenrath.de,One.com A/S,WordPress
01/03/15,Stamm,Stamm Salier Meerkamp eV,salier-meerkamp.de,One.com A/S,One.com Web Editor
01/03/16,Stamm,Hochneukirch,stamm-hochneukirch.de,Michael Rottmann trading as Pixel X e.K.,Unknown
01/03/17,Stamm,"Mönchengladbach-Rheydt, Fabula",stamm-fabula.de,IONOS SE,Unknown
01/04/00,Bezirk,Bezirk Heinsberg,-,,
01/04/03,Stamm,"Gangelt, St. Nikolaus",g-scouts.de,UD Media GmbH,HTTP Status 500
01/04/07,Siedlung,"Hückelhoven-Doveren, Kreuzherren",-,,
01/04/10,Stamm,"Wegberg, Titus Brandsma",dpsgwegberg.de,Microsoft Corporation,WordPress
01/04/12,Stamm,Wegberg-Dalheim,dpsg-dalheim.de,Optitrust GmbH,Unknown
01/04/13,Stamm,"Erkelenz-Mitte, St. Lambertus",pfadfinder-erkelenz.de,Strato GmbH,WordPress
01/05/00,Bezirk,Bezirk Düren,bezirk-dueren.de,netcup GmbH,Unknown
01/05/01,Stamm,Langerwehe,dpsg-langerwehe.de,netcup GmbH,WordPress
01/05/03,Stamm,"Merzenich, St. Laurentius",-,,
01/05/05,Stamm,"Jülich, Franz von Sales",pfadfinder-juelich.de,dogado GmbH,Joomla
01/05/06,Stamm,Linnich,rurlinge.de,-,NameResolutionError
01/05/08,Stamm,"Siersdorf, Kreuzritter",kreuzritter-siersdorf.de,Strato GmbH,WordPress
01/05/09,Stamm,"Düren-Arnoldsweiler, St. Arnold",pfadfinder-st-arnold.de,IONOS SE,WordPress
01/05/15,Stamm,"Düren, Wildgänse St. Anna",wildgaense-st-anna.de,IONOS SE,Unknown
01/06/00,Bezirk,Bezirk Aachen-Land,-,,
01/06/03,Stamm,"Eschweiler-Roehe, Deutschritter",deutschritter-roehe.de,IONOS SE,Unknown
01/06/04,Stamm,"Dürwiss, St. Bonifatius",-,,
01/06/05,Stamm,"Eschweiler-Röthgen, Hohensteiner",hohensteiner.com,Strato GmbH,WordPress
01/06/06,Stamm,Stolberg,dpsg-stolberg.de,Hetzner Online GmbH,WordPress
01/06/09,Stamm,"Stolberg-Schevenh., Wehebachthaler",wehebachthaler.de,"Squarespace, Inc.",Unknown
01/06/12,Stamm,Stolberg-Breinig/Dorff,dpsg-breinig-dorff.de,IONOS SE,WordPress
01/06/14,Stamm,Kohlscheid I,dpsg-kohlscheid1.de,Hetzner Online GmbH,WordPress
01/06/16,Stamm,"Würselen, Bardenberg",pfadfinder-bardenberg.de,Neue Medien Muennich GmbH,WordPress
01/06/17,Stamm,"Herzogenrath, Kämpchen-Bank",-,,
01/06/20,Stamm,"Wuerselen, St. Pius X",-,,
01/06/21,Stamm,"Alsdorf-Mariadorf, St. Marien",stamm-mariadorf.de,IONOS SE,Unknown
01/07/00,Bezirk,Bezirk Eifel,dpsg-eifel.de,dogado GmbH,Unknown
01/07/02,Stamm,"Blankenheim-Bl.dorf, Burgfalken",-,,
01/07/03,Stamm,Hellenthal,dpsg-hellenthal.de,Strato GmbH,Unknown
01/07/04,Stamm,Kall / Eifel,pfadfinder-kall.net,IONOS SE,Joomla
01/07/05,Stamm,Blankenheim-Rohr,weisswoelfe.de,dogado GmbH,Joomla
01/07/06,Stamm,"Simmerath-Lammersd., Maximilian Kolbe",pfadfinder-lammersdorf.de,TelemaxX Telekommunikation GmbH,Unknown
01/07/11,Stamm,Hürtgenwald-Vossenack,pfadfinder-vossenack.de,dogado GmbH,WordPress
01/08/00,Bezirk,Bezirk Aachen-Stadt,dpsg-aachen.de,Host Europe GmbH,WordPress
01/08/01,Stamm,Grenzlandfalken,grenzlandfalken.de,dogado GmbH,WordPress
01/08/02,Siedlung,Stamm Jakobiner,dpsg-jakobiner.de,IONOS SE,WordPress
01/08/03,Stamm,"Aachen, Forster-Linde",forster-linde.de,Google LLC,Unknown
01/08/05,Stamm,Stamm Heilig Kreuz,dpsg-heilig-kreuz.de,-,NameResolutionError
01/08/06,Stamm,"Aachen-Brand, Kornelimünster",dpsg-brand.de,Neue Medien Muennich GmbH,WordPress
01/08/07,Stamm,Aachen-Eilendorf,dpsg-eilendorf.de,Strato GmbH,WordPress
01/08/08,Stamm,"Aachen-Laurensberg, Funkenflug",dpsgfunkenflug.de,Strato GmbH,Unknown
01/08/10,Stamm,Stamm Westwind,dpsg-westwind.de,Neue Medien Muennich GmbH,WordPress
01/08/11,Stamm,"Aachen-Oberforst., Vennfüssler",vennfuessler.de,UD Media GmbH,WordPress
01/08/12,Stamm,"Aachen-Innenstadt, St. Adalbert",dpsg-adalbert.de,united-domains GmbH,HTTP Status 400
02/00/00,Diözese,Diözesanverband Augsburg,dpsg-augsburg.de,MK Netzdienste Verwaltungs GmbH trading as MK Netzdienste GmbH & Co. KG,WordPress
02/01/00,Bezirk,Bezirk Donau-Ries,-,,
02/01/02,Stamm,"Donauwörth, Mangold v. Wörth",pfadfinder-donauwoerth.de,EVANZO e-commerce GmbH,Unknown
02/01/03,Stamm,"Gundelfingen, Kaspar v. Westernach",dpsg-gundelfingen.com,dogado GmbH,WordPress
02/01/04,Stamm,"Nördlingen, Nordilo",pfadfinder-noerdlingen.de,Hetzner Online GmbH,WordPress
02/01/06,Stamm,"Wallerstein, Wikinger",pfadfinder-wallerstein.de,IONOS SE,WordPress
02/01/08,Stamm,Neuburg a.d.Donau,stamm-neuburg.de,Mittwald CM Service GmbH und Co. KG,Joomla
02/02/00,Bezirk,Bezirk Augsburg,dpsg-bezirk-augsburg.de,Hetzner Online GmbH,WordPress
02/02/01,Stamm,"Aichach, Otto von Wittelsbach",dpsg-aichach.de,Host Europe GmbH,WordPress
02/02/05,Stamm,"Augsburg, Livingstone",-,,
02/02/06,Stamm,"Augsburg-Hochzoll, St. Exupery",dpsg-hochzoll.de,Strato GmbH,WordPress
02/02/07,Stamm,"Augsburg-Universitätsviertel, Salomon-Idler",dpsg-univiertel.de,Neue Medien Muennich GmbH,WordPress
02/02/08,Stamm,"Augsburg, St. Konrad",dpsg-baerenkeller.de,Host Europe GmbH,HTTP Status 404
02/02/10,Stamm,"Augsburg, St. Ulrich & Afra",-,,
02/02/12,Stamm,Stadtbergen,dpsg-stadtbergen.de,Hetzner Online GmbH,WordPress
02/02/13,Stamm,"Friedberg, Konradin",dpsg-friedberg.de,Hetzner Online GmbH,WordPress
02/02/15,Stamm,"Augsburg-Haunst., Weiße Rose",dpsg-haunstetten.de,Mittwald CM Service GmbH und Co. KG,Unknown
02/02/16,Stamm,"Kissing, Guy de Larigaudie",pfadfinder-kissing.de,Hetzner Online GmbH,Unknown
02/02/18,Stamm,Neusäß,dpsg-neusaess.de,SpaceNet AG,WordPress
02/03/00,Bezirk,Bezirk Rochus Spiecker,dpsg-rochus-spiecker.de,"Cloudflare, Inc.",WordPress
02/03/01,Stamm,"Landsberg, M. Himmelfahrt",dpsg-landsberg.de,"Cloudflare, Inc.",Unknown
02/03/03,Stamm,"Kaufering, Roncalli",dpsg-kaufering.de,"Cloudflare, Inc.",Unknown
02/04/00,Bezirk,Bezirk Allgäu,pfadfinder-allgaeu.de,EVANZO e-commerce GmbH,Unknown
02/04/02,Stamm,"Kaufbeuren, St. Martin",dpsg-kaufbeuren.de,MK Netzdienste Verwaltungs GmbH trading as MK Netzdienste GmbH & Co. KG,HTTP Status 500
02/04/08,Stamm,"Lindenberg, Tilia Monte",tiliamonte.de,Hosting.de GmbH,WordPress
02/04/13,Stamm,"Ottobeuren, Gaugraf Silach",pfadfinder-ottobeuren.de,Neue Medien Muennich GmbH,WordPress
02/05/00,Bezirk,Bezirk Iller,dpsg-iller.de,IONOS SE,WordPress
02/05/02,Stamm,"Burgau, Tilly",dpsg-burgau.de,IONOS SE,Unknown
02/05/03,Stamm,"Holzheim, Las Casas",-,,
02/05/04,Stamm,Ichenhausen,-,,
02/05/05,Stamm,"Krumbach, St. Michael",pfadfinder-krumbach.de,Neue Medien Muennich GmbH,Unknown
02/05/07,Stamm,Oberelchingen,pfadfinder-oberelchingen.de,Strato GmbH,WordPress
02/05/08,Stamm,"Vöhringen, Don Bosco",dpsg-voehringen.de,Strato GmbH,WordPress
02/05/09,Stamm,"Weißenhorn, St. Franziskus",-,,
02/05/10,Stamm,"Obergessertshausen, St. Peter",-,,
03/00/00,Diözese,Diözesanverband Bamberg,dpsg-bamberg.de,Hetzner Online GmbH,WordPress
03/01/00,Bezirk,Bezirk Nürnberg/Fürth,dpsg-bezirknf.de,Hetzner Online GmbH,WordPress
03/01/04,Stamm,St. Ludwig Nürnberg,dpsg-ludwig.de,IONOS SE,WordPress
03/01/05,Stamm,"Nürnberg, Maximilian Kolbe",dpsg-maxkolbe.de,"Cloudflare, Inc.",WordPress
03/01/06,Stamm,"Nürnberg-Laufamholz, St. Otto",dpsg-otto.de,"Cloudflare, Inc.",WordPress
03/01/07,Stamm,"Fürth - Mannhof, Sophie Magdalena Scholl",dpsg-sms.de,Strato GmbH,WordPress
03/01/08,Stamm,"Nürnberg-Sebald, zu Unserer Lieben Frau",dpsg-ulf.de,IONOS SE,IONOS MyWebsite
03/01/11,Stamm,"Nürnberg, St.Josef - Allerheiligen",dpsg-josef-allerheiligen.de,Hetzner Online GmbH,HTTP Status 400
03/02/00,Bezirk,Bezirk 2,bezirk2.de,Hetzner Online GmbH,WordPress
03/02/01,Stamm,Höchstadt-Hohestete,-,,
03/02/02,Stamm,"Bamberg, Bischof Otto",-,,
03/02/03,Stamm,"Uffenheim, Herz Jesu",-,,
03/02/06,Stamm,"Hirschaid, St. Vitus",pfadfinder-hirschaid.de,netcup GmbH,WordPress
03/02/07,Stamm,"Neustadt a.d.Aisch, St. Johannis",-,,
03/02/08,Stamm,"Bamberg, St. Josef",-,,
03/03/00,Bezirk,Bezirk Obermain,dpsg-obermain.de,Strato GmbH,WordPress
03/03/01,Stamm,"Altenkunstadt, St. Kilian",dpsg-altenkunstadt.de,Strato GmbH,HTTP Status 500
03/03/02,Stamm,"Lichtenfels, Andechs-Meran",sam-lichtenfels.de,SpaceNet AG,Unknown
03/03/03,Stamm,"Bad Staffelstein, Andechs-Rothenau",dpsg-badstaffelstein.de,Strato GmbH,WordPress
03/03/05,Stamm,"Kronach-Friesen, St. Georg",dpsg-friesen.de,Strato GmbH,Unknown
03/03/08,Stamm,"Bayreuth, Hl. Kreuz",dpsg-bayreuth.de,Strato GmbH,WordPress
03/04/00,Bezirk,Bezirk Schwabachgrund,dpsg-schwabachgrund.de,Hetzner Online GmbH,WordPress
03/04/01,Stamm,"Erlangen-Sieglitzhof, St. Theresia",pfadfinder-erlangen.de,netcup GmbH,Unknown
03/04/02,Stamm,"Erlangen, St. Bonifaz",dpsgbonifaz.de,SpaceNet AG,Joomla
03/04/03,Stamm,"Uttenreuth, St. Kunigunde",pfadfinder-uttenreuth.de,"Cloudflare, Inc.",WordPress
03/04/05,Stamm,Stamm Tennenlohe,dpsg-tennenlohe.de,MK Netzdienste Verwaltungs GmbH trading as MK Netzdienste GmbH & Co. KG,WordPress
03/04/06,Stamm,Aurachtal - Herzogenaurach,pfadfinder-aurachtal.de,Hetzner Online GmbH,WordPress
03/04/08,Stamm,"Stamm St. Marien, Erlangen Bruck",-,,
03/04/09,Stamm,Bubenreuth,dpsg-bubenreuth.de,Hetzner Online GmbH,WordPress
04/00/00,Diözese,Diözesanverband Berlin,dpsg-berlin.de,manitu GmbH,WordPress
04/00/01,Stamm,"Berlin-Pankow, St. Georg",-,,
04/00/02,Siedlung,"Berlin-Tempelhof, Salvator",-,,
04/01/01,Stamm,"Berlin-Moabit, St. Paulus",dpsg-st-paulus.de,Host Europe GmbH,Unknown
04/01/02,Stamm,"Berlin-Neukölln (Gropiusstadt), Dominicus",sanktdominicus.de,Host Europe GmbH,WordPress
04/01/04,Stamm,"Berlin-Lankwitz, Don Bosco",dpsg-donbosco.de,"Fastly, Inc.",Unknown
04/01/05,Stamm,"Berlin-Charlottenburg, St. Ludwig, Phoenix",dpsg-phoenix.de,Host Europe GmbH,Unknown
04/01/06,Stamm,"Berlin, St. Lambertus",-,,
04/01/09,Stamm,"Berlin-Zehlendorf, St. Otto",dpsg-sankt-otto.de,Host Europe GmbH,WordPress
04/01/10,Stamm,"Berlin, St. Bonifatius",boni-berlin.de,Host Europe GmbH,Unknown
04/01/11,Stamm,"Berlin-Spandau, Anselm v. Havelberg",dpsg-avh.de,netcup GmbH,Unknown
04/01/14,Stamm,"Michendorf, Impeesa",-,,
04/01/15,Stamm,"Berlin-Spandau, St. Markus",-,,
04/01/16,Stamm,"Berlin-Charlottenburg, Heilig Geist",-,,
04/02/03,Stamm,"Greifswald, Boddenkieker",dpsg-boddenkieker.de,Neue Medien Muennich GmbH,Joomla
04/02/07,Stamm,"Potsdam, Sanssouci",pfadis-potsdam.de,"Amazon.com, Inc.",Unknown
05/00/00,Diözese,Diözesanverband Eichstätt,dpsg-eichstaett.de,Neue Medien Muennich GmbH,Joomla
05/01/02,Stamm,"Neumarkt, Pfalzgraf Johann",dpsg-neumarkt.de,Strato GmbH,HTTP Status 403
05/01/04,Stamm,"Wendelstein, St. Nikolaus",dpsgwendelstein.de,Strato GmbH,WordPress
05/01/06,Stamm,"Roßtal, Horsadal",dpsg-rosstal.de,MK Netzdienste Verwaltungs GmbH trading as MK Netzdienste GmbH & Co. KG,WordPress
05/01/07,Stamm,Schwanstetten-Rednitzhembach,-,,
05/02/01,Stamm,Eichstätt Dom,pfadfinder-eichstaett.de,Neue Medien Muennich GmbH,HTTP Status 403
05/02/02,Stamm,"Weißenburg, Deutschritter",dpsg-weissenburg.de,netcup GmbH,WordPress
05/02/04,Stamm,"Pleinfeld, St. Michael",-,,
05/02/05,Stamm,Treuchtlingen,dpsg-treuchtlingen.de,IONOS SE,WordPress
05/03/02,Stamm,"Spalt, St. Emmeram",pfadfinder-spalt.de,IONOS SE,WordPress
05/03/03,Stamm,Gunzenhausen,dpsg-gunzenhausen.de,"Cloudflare, Inc.",HTTP Status 403
05/04/01,Stamm,"Ingolstadt, Münsterritter",dpsg-muensterritter.de,"Amazon.com, Inc.",Webnode 2
05/04/05,Stamm,"Ingolstadt, St. Pius",-,,
06/00/00,Diözese,Diözesanverband Essen,dpsg-essen.de,Hetzner Online GmbH,WordPress
06/01/00,Bezirk,DPSG Bezirk Borbeck & Frohnhausen,dpsg-essen-bofro.de,Hetzner Online GmbH,HTTP Status 404
06/01/06,Stamm,"Essen-Frintrop, St. Josef",-,,
06/01/08,Stamm,"Essen-Schönebeck, St. Ant. Abbas",dpsg-abbas.de,Neue Medien Muennich GmbH,WordPress
06/01/14,Stamm,"Essen-Frohnhausen, Dom Helder Camara",dhc-dpsg.de,Hostinger International Limited,SSLError
06/01/22,Stamm,"Essen-Beding., St. Franziskus",dpsg-franziskus.de,Hetzner Online GmbH,WordPress
06/01/27,Stamm,"Essen-Frohnhausen, St. Augustinus",-,,
06/02/00,Bezirk,Bezirk Duisburg,dpsg-duisburg.de,Hetzner Online GmbH,ConnectTimeoutError
06/02/01,Stamm,"Duisburg-Huckin.,Marc.Callo/St. Peter und Paul",dpsg-huckingen.de,netcup GmbH,HTTP Status 403
06/02/05,Stamm,"Duisburg-Buchh., Jud. Th./K.Martin",dpsg-karl-martin.de,Mittwald CM Service GmbH und Co. KG,WordPress
06/02/06,Stamm,"Duisburg-Großenbaum, St. Franziskus",dpsg-grossenbaum.de,Hetzner Online GmbH,WordPress
06/02/08,Stamm,"Duisburg-Serm, Herz Jesu",-,,
06/02/10,Stamm,"Duisburg-Buchholz, Hl. Geist",dpsg-heilig-geist.de,Hetzner Online GmbH,Unknown
06/02/11,Stamm,"Duisburg-Hamborn, St. Peter Marxloh",dpsg-marxloh.de,Hetzner Online GmbH,Unknown
06/02/12,Stamm,"Duisburg-Rahm, St. Hubertus",rahmerpfadfinder.de,Neue Medien Muennich GmbH,WordPress
06/02/14,Stamm,"Duisburg, Abtei Hamborn",dpsg-abtei-hamborn.de,Neue Medien Muennich GmbH,GravCMS
06/02/15,Stamm,"Duisburg-Buchholz, St. Nikolaus",dpsgsanktnikolaus.de,Strato GmbH,WordPress
06/02/17,Stamm,"Duisburg-Fahrn, St. Georg",dpsg-stgeorg.de,netcup GmbH,GravCMS
06/04/00,Bezirk,Bezirk Bottrop/Gladbeck,dpsg-botgla.de,One.com A/S,Unknown
06/04/01,Stamm,"Gladbeck-Mitte, St. Johannes",-,,
06/04/02,Stamm,"Gladbeck-Zweckel, Herz Jesu",dpsg-zweckel.de,Strato GmbH,Unknown
06/04/03,Stamm,"Bottrop-Eigen, St. Pius / Philippo Neri",-,,
06/04/04,Stamm,"Bottrop, St. Peter",dpsg-stpeter.de,Strato GmbH,Unknown
06/04/06,Stamm,"Bottrop, Herz Jesu, St. Barbara",-,,
06/04/10,Stamm,"Gladbeck-Rentfort, St. Josef",dpsg-rentfort.de,Strato GmbH,WordPress
06/04/11,Stamm,"Bottrop, Impeesa",-,,
06/04/12,Stamm,"Gladbeck-Ellinghorst, Elisabeth",-,,
06/05/00,Bezirk,Bezirk Ennepe-Ruhr,bezirk-en.de,Strato GmbH,WordPress
06/05/01,Stamm,"Gevelsberg, St. Engelbert",dpsg-gevelsberg.de,netcup GmbH,WordPress
06/05/02,Stamm,"Schwelm, St. Marien",pfadfinden-schwelm.de,Neue Medien Muennich GmbH,WordPress
06/05/03,Stamm,"Ennepetal, Herz Jesu",dpsg-herzjesu-ennepetal.de,"Cloudflare, Inc.",HTTP Status 403
06/05/04,Stamm,"Witten-Buchholz, St. Antonius",dpsg-buchholz.de,MK Netzdienste Verwaltungs GmbH trading as MK Netzdienste GmbH & Co. KG,HTTP Status 403
06/05/05,Stamm,"Sprockhövel, St. Januarius",dpsg-stjanuarius.de,Strato GmbH,WordPress
06/05/06,Stamm,"Sprockhövel-Hasslinghausen, Sankt Josef",sanktjosef.de,netcup GmbH,Unknown
06/05/07,Stamm,"DPSG Bredenscheid, St.Mariä Empfängnis",dpsg-bredenscheid.de,Hetzner Online GmbH,WordPress
06/05/08,Stamm,"Hattingen-Mitte, Peter und Paul",-,,
06/05/09,Stamm,"Wetter-Volmarstein, St. Augustinus u. Monika",dpsg-volmarstein.de,Strato GmbH,WordPress
06/05/10,Stamm,"Hattingen-Niederbonsfeld, Isenburg",stammisenburg.de,Strato GmbH,Unknown
06/05/11,Stamm,"Hattingen - Winz-Baak, Heilig Geist",-,,
06/05/13,Stamm,"Hattingen-Niederwenigern, ""Die Wennischen""",-,,
06/05/14,Stamm,Janusz Korczak Wetter-Wengern e.V.,dpsg-wengern.de,dogado GmbH,WordPress
06/06/00,Bezirk,Bezirk Gelsenkirchen,dpsg-gelsenkirchen.de,netcup GmbH,Unknown
06/06/01,Stamm,"Gelsenkirchen-Horst, Albino Luciani",dpsg-albinoluciani.de,dogado GmbH,WordPress
06/06/04,Stamm,"Gelsenkirchen-Feldmark, Kreuzritter",dpsg-kreuzritter.de,Strato GmbH,Unknown
06/06/05,Stamm,"Gelsenkirchen-Schalke,Graf v.Galen",dpsg-kvg.de,netcup GmbH,Unknown
06/06/06,Stamm,"Gelsenkirchen-Ückendorf, Thomas Morus",dpsg-thomas-morus.info,Strato GmbH,Unknown
06/06/07,Stamm,Stamm Exodus,dpsg-exodus.de,Neue Medien Muennich GmbH,WordPress
06/06/08,Stamm,Elisabeth von Thüringen,dpsg-evt.de,Strato GmbH,Unknown
06/06/09,Stamm,"Gelsenkirchen, Rochus Spiecker",dpsg-rs.de,manitu GmbH,WordPress
06/06/11,Stamm,"Gelsenkirchen-Buer, Don Bosco",donbosco-buer.de,Neue Medien Muennich GmbH,WordPress
06/06/13,Stamm,Martin Luther King,dpsg-mlk.de,Strato GmbH,WordPress
06/06/16,Stamm,"Gelsenkirchen, Herz Jesu, Angelo Giuseppe Roncalli",dpsg-roncalli.de,Strato GmbH,HTTP Status 400
06/07/00,Bezirk,Bezirk Sauerland,dpsg-sauerland.de,OVH SAS,WordPress
06/07/01,Stamm,"Halver-Schalksmühle, Don Bosco",pfadfinder-halver.de,"Cloudflare, Inc.",HTTP Status 403
06/07/03,Stamm,"Neuenrade, Steve Biko",-,,
06/07/04,Stamm,"Werdohl, St. Michael",dpsg-w.de,OVH SAS,PHPKIT WCMS - Web Content Managment System - mxbyte GbR copyright 2002-2009
06/07/05,Stamm,"Lüdenscheid, St. Medardus",dpsg-luedenscheid.de,Hetzner Online GmbH,Unknown
06/07/06,Stamm,"Plettenberg, Alavanyo",-,,
06/07/07,Stamm,"Dahl/Rummenohl, Don Bosco",stammdonbosco.de,Neue Medien Muennich GmbH,WordPress
06/08/00,Bezirk,Bezirk Bochum & Wattenscheid,dpsg-bowat.eu,Strato GmbH,WordPress
06/08/01,Stamm,"Bochum-Altenbochum, Liebfrauen",dpsg-altenbochum.de,Strato GmbH,WordPress
06/08/02,Stamm,"Bochum-Langendreer, Canchanabury",dpsg-canchanabury.de,"Fastly, Inc.",Jekyll
06/08/03,Stamm,"Bochum, Meinolphus",dpsg-meinolphus.de,dogado GmbH,WordPress
06/08/04,Stamm,"Bochum-Gerthe, St. Elisabeth",dpsg-gerthe.de,Neue Medien Muennich GmbH,WordPress
06/08/06,Stamm,"Bochum, Maximilian Kolbe",pfadfinder-hoentrop.de,netcup GmbH,WordPress
06/08/07,Stamm,"Bochum-Eppendorf, St. Theresia",pfadfinder-eppendorf.de,Strato GmbH,WordPress
06/08/08,Stamm,St. Johannes Bochum-Wiemelhausen,pfadinet.de,dogado GmbH,WordPress
06/08/10,Stamm,St. Johannes der Täufer Wattenscheid-Leithe,-,,
06/08/11,Stamm,"Bochum-Harpen, A. Frank & M.-L. King",dpsg-bochum-harpen.de,IONOS SE,WordPress
06/08/12,Stamm,"Bochum-Weitmar, Stamm Bärendorf",stamm-baerendorf.de,Hosting.de GmbH,Unknown
06/08/13,Stamm,"Bochum-Hiltrop, Geschwister Scholl",-,,
06/08/14,Stamm,"Bochum-Querenb, St. Augustinus",pfadfinder-querenburg.de,Strato GmbH,Unknown
06/08/16,Stamm,"Bochum-Weitmar, Kardinal von Galen",dpsg-weitmar.de,Neue Medien Muennich GmbH,WordPress
06/09/00,Bezirk,Bezirk Mülheim / Ruhr,-,,
06/09/01,Stamm,"Mülheim/Ruhr, St. Joseph",dpsg-st-joseph.de,IONOS SE,HTTP Status 503
06/09/02,Stamm,St. Mariae Rosenkranz,dpsg-rosenkranz.de,Strato GmbH,Joomla
06/09/03,Stamm,"Mülheim a. d. R., St. Michael",dpsg-speldorf.de,Strato GmbH,Unknown
06/09/04,Stamm,"Mülheim, St. Barbara",-,,
06/09/05,Stamm,"Oberhausen, Sterkrade-Mitte, St. Clemens",-,,
06/09/06,Stamm,"Oberhausen, U.L.F.",ulfer-scouts.de,MK Netzdienste Verwaltungs GmbH trading as MK Netzdienste GmbH & Co. KG,WordPress
06/09/08,Stamm,"Oberhausen, Heinrich Seuse",dpsg-osterfeld.de,-,NameResolutionError
06/09/10,Stamm,"Oberhausen, St. Theresia",-,,
06/10/00,Bezirk,Bezirk Essen Mitte-Nord-Ost,emno.de,Neue Medien Muennich GmbH,Unknown
06/10/01,Stamm,"Essen-Stoppenberg, St. Nikolaus",dpsg-nikolaus.de,netcup GmbH,WordPress
06/10/03,Stamm,"Essen-Steele-Freisenbruch, Sankt Altfrid",dpsg-altfrid.de,netcup GmbH,WordPress
06/10/05,Stamm,"Essen-Huttrop und Kray/Leithe, St. Bonifatius & Barbarossa",dpsg-boba.de,IONOS SE,WordPress
06/10/07,Stamm,"Essen-Schonnebeck, St. Elisabeth",dpsg-elisabeth.de,IONOS SE,WordPress
06/11/00,Bezirk,Bezirk Essen-Süd,dpsg-essen-sued.de,Strato GmbH,Unknown
06/11/01,Stamm,"Essen-Relling., St. Lambertus",dpsg-essen-rellinghausen.de,IONOS SE,MyWebsite NOW
06/11/02,Stamm,"Essen-Horst, St. Joseph, Philipp Neri",-,,
